id,session_id,game_number,round_number,phase,marker,active_speaker,player_id,value,server_time_utc,server_time_local,lsl_time
49,S001,1,1,VOTE_PHASE,P3_RECONNECTED,,3,phase=VOTE_PHASE,2026-07-13T00:09:52.554434,2026-07-12T20:09:52.554434-04:00,170252.2813568
50,S001,1,1,VOTE_PHASE,P3_DISCONNECTED,,3,last_seen_age_sec=32.2,2026-07-13T00:09:52.566110,2026-07-12T20:09:52.566110-04:00,170252.2931933
51,S001,1,1,VOTE_PHASE,P3_RECONNECTED,,3,phase=VOTE_PHASE,2026-07-13T00:09:52.626394,2026-07-12T20:09:52.626394-04:00,170252.3531072
52,S001,1,1,VOTE_PHASE,G1_R1_VOTE_SUBMIT_P3,,3,target=P3,2026-07-13T00:09:53.976842,2026-07-12T20:09:53.976842-04:00,170253.7039059
53,S001,1,1,VOTE_PHASE,P4_RECONNECTED,,4,phase=VOTE_PHASE,2026-07-13T00:09:54.739330,2026-07-12T20:09:54.739330-04:00,170254.4659675
54,S001,1,1,VOTE_PHASE,G1_R1_VOTE_SUBMIT_P4,,4,target=P3,2026-07-13T00:09:56.177077,2026-07-12T20:09:56.177077-04:00,170255.9047796
55,S001,1,1,VOTE_PHASE,P5_RECONNECTED,,5,phase=VOTE_PHASE,2026-07-13T00:09:56.832634,2026-07-12T20:09:56.832634-04:00,170256.5596747
56,S001,1,1,VOTE_PHASE,G1_R1_VOTE_SUBMIT_P5,,5,target=P4,2026-07-13T00:09:58.192462,2026-07-12T20:09:58.192462-04:00,170257.9195706
57,S001,1,1,VOTE_PHASE,P2_RECONNECTED,,2,phase=VOTE_PHASE,2026-07-13T00:09:59.859230,2026-07-12T20:09:59.859230-04:00,170259.5864247
58,S001,1,1,VOTE_PHASE,G1_R1_VOTE_SUBMIT_P2,,2,target=P3,2026-07-13T00:10:02.216159,2026-07-12T20:10:02.216159-04:00,170261.9432227
59,S001,1,1,CONFIDENCE_PHASE,G1_R1_CONFIDENCE_PHASE,,,,2026-07-13T00:10:04.556344,2026-07-12T20:10:04.556344-04:00,170264.2833291
60,S001,1,1,CONFIDENCE_PHASE,G1_R1_CONFIDENCE_SUBMIT_P2,,2,2,2026-07-13T00:10:06.800015,2026-07-12T20:10:06.800015-04:00,170266.5273821
61,S001,1,1,CONFIDENCE_PHASE,G1_R1_CONFIDENCE_SUBMIT_P1,,1,3,2026-07-13T00:10:08.872016,2026-07-12T20:10:08.872016-04:00,170268.5991552
62,S001,1,1,CONFIDENCE_PHASE,G1_R1_CONFIDENCE_SUBMIT_P3,,3,4,2026-07-13T00:10:10.703463,2026-07-12T20:10:10.703463-04:00,170270.4311298
63,S001,1,1,CONFIDENCE_PHASE,G1_R1_CONFIDENCE_SUBMIT_P4,,4,4,2026-07-13T00:10:12.585230,2026-07-12T20:10:12.585230-04:00,170272.3124607
64,S001,1,1,CONFIDENCE_PHASE,G1_R1_CONFIDENCE_SUBMIT_P5,,5,5,2026-07-13T00:10:14.548331,2026-07-12T20:10:14.548331-04:00,170274.2754983
65,S001,1,1,REASONING_PHASE,G1_R1_REASONING_PHASE,,,,2026-07-13T00:10:16.564291,2026-07-12T20:10:16.564291-04:00,170276.2917491
66,S001,1,1,REASONING_PHASE,G1_R1_REASONING_SUBMIT_P5,,5,vague_speech,2026-07-13T00:10:19.626935,2026-07-12T20:10:19.626935-04:00,170279.3544562
67,S001,1,1,REASONING_PHASE,G1_R1_REASONING_SUBMIT_P2,,2,hesitation,2026-07-13T00:10:22.166495,2026-07-12T20:10:22.166495-04:00,170281.8941981
68,S001,1,1,REASONING_PHASE,G1_R1_REASONING_SUBMIT_P4,,4,contradiction,2026-07-13T00:10:24.236842,2026-07-12T20:10:24.236842-04:00,170283.9645796
69,S001,1,1,REASONING_PHASE,G1_R1_REASONING_SUBMIT_P3,,3,contradiction,2026-07-13T00:10:26.727701,2026-07-12T20:10:26.727701-04:00,170286.4549376
70,S001,1,1,REASONING_PHASE,G1_R1_REASONING_SUBMIT_P1,,1,vague_speech,2026-07-13T00:10:33.047556,2026-07-12T20:10:33.047556-04:00,170292.7755011
71,S001,1,1,ROUND_END,G1_R1_ROUND_END,,,,2026-07-13T00:10:37.220314,2026-07-12T20:10:37.220314-04:00,170296.9477762
72,S001,1,1,ROUND_END,EEG_LSL_PREFLIGHT_SNAPSHOT,,,"{""total_eeg_candidates"": 0, ""insight_like_streams"": 0, ""valid_streams"": 0}",2026-07-13T00:10:59.121271,2026-07-12T20:10:59.121271-04:00,170318.8490987
73,S001,1,2,WORD_PHASE,G1_R2_WORD_PHASE,,,,2026-07-13T00:11:23.107766,2026-07-12T20:11:23.107766-04:00,170342.8351397
74,S001,1,2,WORD_PHASE,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:11:34.513165,2026-07-12T20:11:34.513165-04:00,170354.2401702
75,S001,1,2,WORD_PHASE,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:11:34.535772,2026-07-12T20:11:34.535772-04:00,170354.2630621
76,S001,1,2,WORD_PHASE,P5_DISCONNECTED,,5,last_seen_age_sec=6.2,2026-07-13T00:11:34.543215,2026-07-12T20:11:34.543215-04:00,170354.2698165
77,S001,1,2,WORD_PHASE,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:11:34.514170,2026-07-12T20:11:34.514170-04:00,170354.2411036
78,S001,1,2,WORD_PHASE,P3_RECONNECTED,,3,phase=WORD_PHASE,2026-07-13T00:11:34.611196,2026-07-12T20:11:34.611196-04:00,170354.3377613
79,S001,1,2,WORD_PHASE,P4_RECONNECTED,,4,phase=WORD_PHASE,2026-07-13T00:11:35.384807,2026-07-12T20:11:35.384807-04:00,170355.1120851
80,S001,1,2,WORD_PHASE,P5_RECONNECTED,,5,phase=WORD_PHASE,2026-07-13T00:11:35.987473,2026-07-12T20:11:35.987473-04:00,170355.7144148
81,S001,1,2,SPEAKER_P1,G1_R2_SPEAKER_P1,1,,,2026-07-13T00:11:43.312319,2026-07-12T20:11:43.312319-04:00,170363.0389985
82,S001,1,2,SPEAKER_P1,G1_R2_SPEECH_BOUNDARY_BEEP,1,1,start=P1,2026-07-13T00:11:43.315306,2026-07-12T20:11:43.315306-04:00,170363.042356
83,S001,1,2,SPEAKER_P2,G1_R2_SPEAKER_P2,2,,,2026-07-13T00:11:56.759003,2026-07-12T20:11:56.759003-04:00,170376.4855847
84,S001,1,2,SPEAKER_P2,G1_R2_SPEECH_BOUNDARY_BEEP,2,2,start=P2,2026-07-13T00:11:56.765693,2026-07-12T20:11:56.765693-04:00,170376.492485
85,S001,1,2,SPEAKER_P3,G1_R2_SPEAKER_P3,3,,,2026-07-13T00:11:58.004062,2026-07-12T20:11:58.004062-04:00,170377.7314514
86,S001,1,2,SPEAKER_P3,G1_R2_SPEECH_BOUNDARY_BEEP,3,3,start=P3,2026-07-13T00:11:58.010141,2026-07-12T20:11:58.010141-04:00,170377.7368533
87,S001,1,2,SPEAKER_P4,G1_R2_SPEAKER_P4,4,,,2026-07-13T00:11:59.043268,2026-07-12T20:11:59.043268-04:00,170378.7698447
88,S001,1,2,SPEAKER_P4,G1_R2_SPEECH_BOUNDARY_BEEP,4,4,start=P4,2026-07-13T00:11:59.047266,2026-07-12T20:11:59.047266-04:00,170378.7741239
89,S001,1,2,SPEAKER_P5,G1_R2_SPEAKER_P5,5,,,2026-07-13T00:12:00.097277,2026-07-12T20:12:00.097277-04:00,170379.8244415
90,S001,1,2,SPEAKER_P5,G1_R2_SPEECH_BOUNDARY_BEEP,5,5,start=P5,2026-07-13T00:12:00.103881,2026-07-12T20:12:00.103881-04:00,170379.8303817
91,S001,1,2,VOTE_PHASE,G1_R2_VOTE_PHASE,,,,2026-07-13T00:12:00.196801,2026-07-12T20:12:00.196801-04:00,170379.9233908
92,S001,1,2,VOTE_PHASE,G1_R2_SPEECH_BOUNDARY_BEEP,,5,end=P5;next=VOTE_PHASE,2026-07-13T00:12:00.202383,2026-07-12T20:12:00.202383-04:00,170379.9292295
93,S001,1,2,VOTE_PHASE,G1_R2_VOTE_SUBMIT_P1,,1,target=P1,2026-07-13T00:12:07.931585,2026-07-12T20:12:07.931585-04:00,170387.6592269
94,S001,1,2,VOTE_PHASE,G1_R2_VOTE_SUBMIT_P2,,2,target=P3,2026-07-13T00:12:10.814238,2026-07-12T20:12:10.814238-04:00,170390.5414652
95,S001,1,2,VOTE_PHASE,G1_R2_VOTE_SUBMIT_P3,,3,target=P3,2026-07-13T00:12:12.507461,2026-07-12T20:12:12.507461-04:00,170392.2351962
96,S001,1,2,VOTE_PHASE,G1_R2_VOTE_SUBMIT_P4,,4,target=P4,2026-07-13T00:12:14.513069,2026-07-12T20:12:14.513069-04:00,170394.2402311
97,S001,1,2,VOTE_PHASE,G1_R2_VOTE_SUBMIT_P5,,5,target=P4,2026-07-13T00:12:16.433436,2026-07-12T20:12:16.433436-04:00,170396.160746
98,S001,1,2,CONFIDENCE_PHASE,G1_R2_CONFIDENCE_PHASE,,,,2026-07-13T00:12:18.236757,2026-07-12T20:12:18.236757-04:00,170397.9640532
99,S001,1,2,CONFIDENCE_PHASE,G1_R2_CONFIDENCE_SUBMIT_P5,,5,1,2026-07-13T00:12:20.550781,2026-07-12T20:12:20.550781-04:00,170400.2787489
100,S001,1,2,CONFIDENCE_PHASE,G1_R2_CONFIDENCE_SUBMIT_P2,,2,3,2026-07-13T00:12:22.569399,2026-07-12T20:12:22.569399-04:00,170402.2966207
101,S001,1,2,CONFIDENCE_PHASE,G1_R2_CONFIDENCE_SUBMIT_P3,,3,3,2026-07-13T00:12:24.536599,2026-07-12T20:12:24.536599-04:00,170404.26363
102,S001,1,2,CONFIDENCE_PHASE,G1_R2_CONFIDENCE_SUBMIT_P4,,4,3,2026-07-13T00:12:26.587207,2026-07-12T20:12:26.587207-04:00,170406.3143624
103,S001,1,2,CONFIDENCE_PHASE,G1_R2_CONFIDENCE_SUBMIT_P1,,1,3,2026-07-13T00:12:31.448274,2026-07-12T20:12:31.448274-04:00,170411.1757838
104,S001,1,2,REASONING_PHASE,G1_R2_REASONING_PHASE,,,,2026-07-13T00:12:32.483497,2026-07-12T20:12:32.483497-04:00,170412.2108867
105,S001,1,2,REASONING_PHASE,G1_R2_REASONING_SUBMIT_P1,,1,vague_speech,2026-07-13T00:12:35.829406,2026-07-12T20:12:35.829406-04:00,170415.5574161
106,S001,1,2,REASONING_PHASE,G1_R2_REASONING_SUBMIT_P2,,2,too_much_detail,2026-07-13T00:12:38.409446,2026-07-12T20:12:38.409446-04:00,170418.1365189
107,S001,1,2,REASONING_PHASE,G1_R2_REASONING_SUBMIT_P3,,3,contradiction,2026-07-13T00:12:40.545283,2026-07-12T20:12:40.545283-04:00,170420.2721508
108,S001,1,2,REASONING_PHASE,G1_R2_REASONING_SUBMIT_P4,,4,too_much_detail,2026-07-13T00:12:42.781256,2026-07-12T20:12:42.781256-04:00,170422.5092268
109,S001,1,2,REASONING_PHASE,G1_R2_REASONING_SUBMIT_P5,,5,seemed_nervous,2026-07-13T00:12:45.475158,2026-07-12T20:12:45.475158-04:00,170425.2026729
110,S001,1,2,ROUND_END,G1_R2_ROUND_END,,,,2026-07-13T00:12:51.730020,2026-07-12T20:12:51.730020-04:00,170431.4568366
111,S001,1,2,SESSION_END,SESSION_END,,,,2026-07-13T00:13:01.935576,2026-07-12T20:13:01.935576-04:00,170441.6626402
112,S001,1,2,SESSION_END,P001_MEDIA_RECORDING_STOPPED,,1,"{""segment"": 1, ""note"": ""Recorder stop requested""}",2026-07-13T00:13:02.470615,2026-07-12T20:13:02.470615-04:00,170442.1973691
113,S001,1,2,SESSION_END,P001_MEDIA_UPLOAD_COMPLETED,,1,"{""session_id"": ""S001"", ""participant_id"": ""P001"", ""segment"": 1, ""filename"": ""P001_S001_audio_only_part01.webm"", ""media_kind"": ""audio_only"", ""mime_type"": ""audio/webm;codecs=opus"", ""camera_label"": ""PC-LM1E (0c45:636d)"", ""microphone_label"": ""Microphone Array on SoundWire Device (3- Cirrus Logic XU)"", ""size_bytes"": 4665858, ""started_utc"": ""2026-07-13T00:08:12.970Z"", ""ended_utc"": ""2026-07-13T00:13:02.488Z"", ""received_utc"": ""2026-07-13T00:13:02.515462""}",2026-07-13T00:13:02.517472,2026-07-12T20:13:02.517472-04:00,170442.2442207
114,S001,1,2,SESSION_END,P001_MEDIA_UPLOAD_COMPLETED,,1,"{""session_id"": ""S001"", ""participant_id"": ""P001"", ""segment"": 1, ""filename"": ""P001_S001_camera_audio_part01.webm"", ""media_kind"": ""camera_audio"", ""mime_type"": ""video/webm;codecs=vp8,opus"", ""camera_label"": ""PC-LM1E (0c45:636d)"", ""microphone_label"": ""Microphone Array on SoundWire Device (3- Cirrus Logic XU)"", ""size_bytes"": 89493210, ""started_utc"": ""2026-07-13T00:08:12.970Z"", ""ended_utc"": ""2026-07-13T00:13:02.481Z"", ""received_utc"": ""2026-07-13T00:13:02.779257""}",2026-07-13T00:13:02.780262,2026-07-12T20:13:02.780262-04:00,170442.5077469
115,S001,1,2,SESSION_END,FORCE_SESSION_END,,,moderator decision: media test,2026-07-13T00:13:19.430346,2026-07-12T20:13:19.430346-04:00,170459.1574174
116,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:13:43.513216,2026-07-12T20:13:43.513216-04:00,170483.2404246
117,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:13:43.514216,2026-07-12T20:13:43.514216-04:00,170483.2409765
118,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=6.2,2026-07-13T00:13:46.516265,2026-07-12T20:13:46.516265-04:00,170486.2427987
119,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=6.2,2026-07-13T00:13:46.517266,2026-07-12T20:13:46.517266-04:00,170486.2443891
120,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=6.2,2026-07-13T00:13:49.516344,2026-07-12T20:13:49.516344-04:00,170489.2435423
121,S001,1,2,SESSION_END,P4_RECONNECTED,,4,phase=SESSION_END,2026-07-13T00:14:20.297888,2026-07-12T20:14:20.297888-04:00,170520.0243702
122,S001,1,2,SESSION_END,P2_RECONNECTED,,2,phase=SESSION_END,2026-07-13T00:14:20.289388,2026-07-12T20:14:20.289388-04:00,170520.0160277
123,S001,1,2,SESSION_END,P3_RECONNECTED,,3,phase=SESSION_END,2026-07-13T00:14:20.336609,2026-07-12T20:14:20.336609-04:00,170520.0635522
124,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:14:25.512567,2026-07-12T20:14:25.512567-04:00,170525.2393729
125,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:14:25.534379,2026-07-12T20:14:25.534379-04:00,170525.2613843
126,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:14:25.540210,2026-07-12T20:14:25.540210-04:00,170525.2675581
127,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:14:25.512567,2026-07-12T20:14:25.512567-04:00,170525.2399424
128,S001,1,2,SESSION_END,P3_RECONNECTED,,3,phase=SESSION_END,2026-07-13T00:15:20.296323,2026-07-12T20:15:20.296323-04:00,170580.0237321
129,S001,1,2,SESSION_END,P4_RECONNECTED,,4,phase=SESSION_END,2026-07-13T00:15:20.315892,2026-07-12T20:15:20.315892-04:00,170580.0428117
130,S001,1,2,SESSION_END,P2_RECONNECTED,,2,phase=SESSION_END,2026-07-13T00:15:20.329307,2026-07-12T20:15:20.329307-04:00,170580.0560607
131,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:15:25.513145,2026-07-12T20:15:25.513145-04:00,170585.2404872
132,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:15:25.537374,2026-07-12T20:15:25.537374-04:00,170585.2646553
133,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:15:25.542467,2026-07-12T20:15:25.542467-04:00,170585.2699485
134,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:15:25.514146,2026-07-12T20:15:25.514146-04:00,170585.2417255
135,S001,1,2,SESSION_END,P2_RECONNECTED,,2,phase=SESSION_END,2026-07-13T00:16:20.299165,2026-07-12T20:16:20.299165-04:00,170640.0259264
136,S001,1,2,SESSION_END,P4_RECONNECTED,,4,phase=SESSION_END,2026-07-13T00:16:20.320149,2026-07-12T20:16:20.320149-04:00,170640.0468229
137,S001,1,2,SESSION_END,P3_RECONNECTED,,3,phase=SESSION_END,2026-07-13T00:16:20.315625,2026-07-12T20:16:20.315625-04:00,170640.0426752
138,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:16:25.518262,2026-07-12T20:16:25.518262-04:00,170645.2451449
139,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:16:25.536772,2026-07-12T20:16:25.536772-04:00,170645.2642031
140,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:16:25.544601,2026-07-12T20:16:25.544601-04:00,170645.2719225
141,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:16:25.520426,2026-07-12T20:16:25.520426-04:00,170645.2478905
142,S001,1,2,SESSION_END,P2_RECONNECTED,,2,phase=SESSION_END,2026-07-13T00:17:20.292861,2026-07-12T20:17:20.292861-04:00,170700.0194678
143,S001,1,2,SESSION_END,P3_RECONNECTED,,3,phase=SESSION_END,2026-07-13T00:17:20.311898,2026-07-12T20:17:20.311898-04:00,170700.0389564
144,S001,1,2,SESSION_END,P4_RECONNECTED,,4,phase=SESSION_END,2026-07-13T00:17:20.326418,2026-07-12T20:17:20.326418-04:00,170700.0533114
145,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:17:25.519083,2026-07-12T20:17:25.519083-04:00,170705.2459017
146,S001,1,2,SESSION_END,P3_DISCONNECTED,,3,last_seen_age_sec=5.2,2026-07-13T00:17:25.531415,2026-07-12T20:17:25.531415-04:00,170705.2585059
147,S001,1,2,SESSION_END,P4_DISCONNECTED,,4,last_seen_age_sec=5.2,2026-07-13T00:17:25.538108,2026-07-12T20:17:25.538108-04:00,170705.2652777
148,S001,1,2,SESSION_END,P2_DISCONNECTED,,2,last_seen_age_sec=5.2,2026-07-13T00:17:25.519083,2026-07-12T20:17:25.519083-04:00,170705.2464244
